raw_text,portion_parsed,normalized_curie,normalized_label
ENVO:06105215 ! rainy day count,ENVO:06105215 ! rainy day count,ENVO:06105215,rainy day count
ENVO:06105275 ! silty loam,ENVO:06105275 ! silty loam,ENVO:06105275,silty loam
ENVO:01000029 ! marine reef biome,ENVO:01000029 ! marine reef biome,ENVO:01000029,marine reef biome
ENVO:03501140 ! chaplaincy unit facility,ENVO:03501140 ! chaplaincy unit facility,ENVO:03501140,chaplaincy unit facility
ENVO:01001072 ! anoxic lake,ENVO:01001072 ! anoxic lake,ENVO:01001072,anoxic lake
CHEBI:25367 ! molecule,CHEBI:25367 ! molecule,,CHEBI:25367  molecule
UBERON:0003528 ! brain gray matter,UBERON:0003528 ! brain gray matter,,UBERON:0003528  brain gray matter
CHEBI:37407 ! cyclic ether,CHEBI:37407 ! cyclic ether,,CHEBI:37407  cyclic ether
ENVO:01001206 ! grassland ecosystem,ENVO:01001206 ! grassland ecosystem,ENVO:01001206,grassland ecosystem
ENVO:01001832 ! subtropical biome,ENVO:01001832 ! subtropical biome,ENVO:01001832,subtropical biome
ENVO:00000510 ! meander neck,ENVO:00000510 ! meander neck,ENVO:00000510,meander neck
CHEBI:48154 ! sulfur oxide,CHEBI:48154 ! sulfur oxide,,CHEBI:48154  sulfur oxide
FOODON:00001194 ! dry pea food product,FOODON:00001194 ! dry pea food product,,FOODON:00001194  dry pea food product
CHEBI:33562 ! f-block element atom,CHEBI:33562 ! f-block element atom,,CHEBI:33562  f-block element atom
ENVO:01001646 ! amorphous solid,ENVO:01001646 ! amorphous solid,ENVO:01001646,amorphous solid
ENVO:01001030 ! environment determined by a metazoan secretion,ENVO:01001030 ! environment determined by a metazoan secretion,ENVO:01001030,environment determined by a metazoan secretion
ENVO:03501149 ! geriatric intensive care unit facility,ENVO:03501149 ! geriatric intensive care unit facility,ENVO:03501149,geriatric intensive care unit facility
ENVO:01000387 ! tropical deciduous broadleaf forest,ENVO:01000387 ! tropical deciduous broadleaf forest,ENVO:01000387,tropical deciduous broadleaf forest
ENVO:01000664 ! tuff cone,ENVO:01000664 ! tuff cone,ENVO:01000664,tuff cone
ENVO:00002150 ! coastal sea water,ENVO:00002150 ! coastal sea water,ENVO:00002150,coastal sea water
PATO:0000402 ! branched,PATO:0000402 ! branched,,PATO:0000402  branched
PATO:0015010 ! increased humidity,PATO:0015010 ! increased humidity,,PATO:0015010  increased humidity
ENVO:01000676 ! contaminated air,ENVO:01000676 ! contaminated air,ENVO:01000676,contaminated air
CHEBI:33260 ! elemental hydrogen,CHEBI:33260 ! elemental hydrogen,,CHEBI:33260  elemental hydrogen
ENVO:01001517 ! drift ice mass,ENVO:01001517 ! drift ice mass,ENVO:01001517,drift ice mass
UBERON:0002217 ! synovial joint,UBERON:0002217 ! synovial joint,,UBERON:0002217  synovial joint
ENVO:01001676 ! marine cline,ENVO:01001676 ! marine cline,ENVO:01001676,marine cline
PCO:0000018 ! single-species collection of organisms,PCO:0000018 ! single-species collection of organisms,,PCO:0000018  single-species collection of organisms
CHEBI:37007 ! nicotinamide dinucleotide,CHEBI:37007 ! nicotinamide dinucleotide,,CHEBI:37007  nicotinamide dinucleotide
ENVO:3200023 ! concentration of cobalt in water ice,ENVO:3200023 ! concentration of cobalt in water ice,ENVO:3200023,concentration of cobalt in water ice
ENVO:3200066 ! concentration of organic nitrogen anion in soil,ENVO:3200066 ! concentration of organic nitrogen anion in soil,ENVO:3200066,concentration of organic nitrogen anion in soil
ENVO:01001547 ! land ice mass,ENVO:01001547 ! land ice mass,ENVO:01001547,land ice mass
CHEBI:38460 ! methylindole,CHEBI:38460 ! methylindole,,CHEBI:38460  methylindole
ENVO:00002225 ! mesotrophic water,ENVO:00002225 ! mesotrophic water,ENVO:00002225,mesotrophic water
ENVO:00002155 ! high-level radioactive sediment,ENVO:00002155 ! high-level radioactive sediment,ENVO:00002155,high-level radioactive sediment
CHEBI:33703 ! amino-acid cation,CHEBI:33703 ! amino-acid cation,,CHEBI:33703  amino-acid cation
ENVO:00000378 ! canal head reservoir,ENVO:00000378 ! canal head reservoir,ENVO:00000378,canal head reservoir
ENVO:03501286 ! calf shed,ENVO:03501286 ! calf shed,ENVO:03501286,calf shed
FOODON:00001220 ! sausage (smoked),FOODON:00001220 ! sausage (smoked),,FOODON:00001220  sausage smoked
CHEBI:25703 ! organic phosphate,CHEBI:25703 ! organic phosphate,,CHEBI:25703  organic phosphate
ENVO:01000124 ! marine supra-littoral zone,ENVO:01000124 ! marine supra-littoral zone,ENVO:01000124,marine supra-littoral zone
ENVO:01000514 ! tile,ENVO:01000514 ! tile,ENVO:01000514,tile
CHEBI:33680 ! elemental helium,CHEBI:33680 ! elemental helium,,CHEBI:33680  elemental helium
CHEBI:38976 ! alkylbenzene,CHEBI:38976 ! alkylbenzene,,CHEBI:38976  alkylbenzene
PATO:0000058 ! odor,PATO:0000058 ! odor,,PATO:0000058  odor
ENVO:01000194 ! montane grassland biome,ENVO:01000194 ! montane grassland biome,ENVO:01000194,montane grassland biome
CHEBI:33335 ! scandium group element atom,CHEBI:33335 ! scandium group element atom,,CHEBI:33335  scandium group element atom
ENVO:03000139 ! ice fog,ENVO:03000139 ! ice fog,ENVO:03000139,ice fog
CHEBI:16670 ! peptide,CHEBI:16670 ! peptide,,CHEBI:16670  peptide
ENVO:01001478 ! gaseous astronomical body part,ENVO:01001478 ! gaseous astronomical body part,ENVO:01001478,gaseous astronomical body part
CHEBI:26986 ! threonine,CHEBI:26986 ! threonine,,CHEBI:26986  threonine
UBERON:0007098 ! mandibular neural crest,UBERON:0007098 ! mandibular neural crest,,UBERON:0007098  mandibular neural crest
CHEBI:16136 ! hydrogen sulfide,CHEBI:16136 ! hydrogen sulfide,,CHEBI:16136  hydrogen sulfide
ENVO:03501195 ! assisted living facility,ENVO:03501195 ! assisted living facility,ENVO:03501195,assisted living facility
NCBITaxon:35493 ! Streptophyta,NCBITaxon:35493 ! Streptophyta,,NCBITaxon:35493  Streptophyta
ENVO:00000026 ! well,ENVO:00000026 ! well,ENVO:00000026,well
CHEBI:25107 ! magnesium atom,CHEBI:25107 ! magnesium atom,,CHEBI:25107  magnesium atom
ENVO:01000580 ! telephone,ENVO:01000580 ! telephone,ENVO:01000580,telephone
CHEBI:33345 ! titanium group element atom,CHEBI:33345 ! titanium group element atom,,CHEBI:33345  titanium group element atom
ENVO:01000399 ! tropical needleleaf forest,ENVO:01000399 ! tropical needleleaf forest,ENVO:01000399,tropical needleleaf forest
FOODON:00001857 ! food flavoring or seasoning product,FOODON:00001857 ! food flavoring or seasoning product,,FOODON:00001857  food flavoring or seasoning product
ENVO:00000238 ! fluvial dambo,ENVO:00000238 ! fluvial dambo,ENVO:00000238,fluvial dambo
NCBITaxon:1437180 ! Acrogymnospermae,NCBITaxon:1437180 ! Acrogymnospermae,,NCBITaxon:1437180  Acrogymnospermae
ENVO:01001822 ! active enrichment culturing unit,ENVO:01001822 ! active enrichment culturing unit,ENVO:01001822,active enrichment culturing unit
FOODON:03301227 ! broad bean (whole),FOODON:03301227 ! broad bean (whole),,FOODON:03301227  broad bean whole
UBERON:0000915 ! thoracic segment of trunk,UBERON:0000915 ! thoracic segment of trunk,,UBERON:0000915  thoracic segment of trunk
CHEBI:35131 ! aldose phosphate,CHEBI:35131 ! aldose phosphate,,CHEBI:35131  aldose phosphate
ENVO:03501306 ! mylar,ENVO:03501306 ! mylar,ENVO:03501306,mylar
ENVO:01000164 ! root nodule,ENVO:01000164 ! root nodule,ENVO:01000164,root nodule
FOODON:00001138 ! tea based beverage product,FOODON:00001138 ! tea based beverage product,,FOODON:00001138  tea based beverage product
PATO:0005001 ! variability of count,PATO:0005001 ! variability of count,,PATO:0005001  variability of count
ENVO:01000042 ! neritic epipelagic zone biome,ENVO:01000042 ! neritic epipelagic zone biome,ENVO:01000042,neritic epipelagic zone biome
FOODON:00001181 ! food (cooked),FOODON:00001181 ! food (cooked),,FOODON:00001181  food cooked
ENVO:01000227 ! tropical dry broadleaf forest biome,ENVO:01000227 ! tropical dry broadleaf forest biome,ENVO:01000227,tropical dry broadleaf forest biome
ENVO:09000004 ! amount of carbon atom in environmental material,ENVO:09000004 ! amount of carbon atom in environmental material,ENVO:09000004,amount of carbon atom in environmental material
UBERON:0002297 ! cerumen,UBERON:0002297 ! cerumen,,UBERON:0002297  cerumen
ENVO:01001470 ! observatory system,ENVO:01001470 ! observatory system,ENVO:01001470,observatory system
ENVO:00000370 ! tuya,ENVO:00000370 ! tuya,ENVO:00000370,tuya
ENVO:2000029 ! sound wave energy,ENVO:2000029 ! sound wave energy,ENVO:2000029,sound wave energy
CHEBI:49991 ! elemental argon,CHEBI:49991 ! elemental argon,,CHEBI:49991  elemental argon
ENVO:01000608 ! boat,ENVO:01000608 ! boat,ENVO:01000608,boat
NCBITaxon:7496 ! Pterygota <insects>,NCBITaxon:7496 ! Pterygota <insects>,,NCBITaxon:7496  Pterygota <insects>
PATO:0000309 ! young,PATO:0000309 ! young,,PATO:0000309  young
UBERON:0005598 ! trunk somite,UBERON:0005598 ! trunk somite,,UBERON:0005598  trunk somite
UBERON:0011825 ! loose connective tissue,UBERON:0011825 ! loose connective tissue,,UBERON:0011825  loose connective tissue
PATO:0000304 ! decreased speed,PATO:0000304 ! decreased speed,,PATO:0000304  decreased speed
UBERON:0004770 ! articular system,UBERON:0004770 ! articular system,,UBERON:0004770  articular system
NCBITaxon:7001 ! Caelifera,NCBITaxon:7001 ! Caelifera,,NCBITaxon:7001  Caelifera
NCBITaxon:1783272 ! Terrabacteria group,NCBITaxon:1783272 ! Terrabacteria group,,NCBITaxon:1783272  Terrabacteria group
CHEBI:33551 ! organosulfonic acid,CHEBI:33551 ! organosulfonic acid,,CHEBI:33551  organosulfonic acid
ENVO:01001107 ! rockslide lake,ENVO:01001107 ! rockslide lake,ENVO:01001107,rockslide lake
ENVO:01001152 ! mesoplanet,ENVO:01001152 ! mesoplanet,ENVO:01001152,mesoplanet
CHEBI:33585 ! lead molecular entity,CHEBI:33585 ! lead molecular entity,,CHEBI:33585  lead molecular entity
ENVO:03501170 ! pediatric intensive care unit facility,ENVO:03501170 ! pediatric intensive care unit facility,ENVO:03501170,pediatric intensive care unit facility
ENVO:03501194 ! long-term care facility,ENVO:03501194 ! long-term care facility,ENVO:03501194,long-term care facility
ENVO:01000355 ! vegetation layer,ENVO:01000355 ! vegetation layer,ENVO:01000355,vegetation layer
ENVO:00000082 ! hill range,ENVO:00000082 ! hill range,ENVO:00000082,hill range
ENVO:00000009 ! national geopolitical entity,ENVO:00000009 ! national geopolitical entity,ENVO:00000009,national geopolitical entity
"FOODON:03400845 ! coffee, tea, cocoa or infusion (eurofir)","FOODON:03400845 ! coffee, tea, cocoa or infusion (eurofir)",,"FOODON:03400845  coffee, tea, cocoa or infusion eurofir"
ENVO:01001167 ! ecosystem fragment,ENVO:01001167 ! ecosystem fragment,ENVO:01001167,ecosystem fragment
CHEBI:36907 ! neon molecular entity,CHEBI:36907 ! neon molecular entity,,CHEBI:36907  neon molecular entity
ENVO:00002008 ! dust,ENVO:00002008 ! dust,ENVO:00002008,dust
ENVO:01000515 ! tiled building roof,ENVO:01000515 ! tiled building roof,ENVO:01000515,tiled building roof
CHEBI:18276 ! dihydrogen,CHEBI:18276 ! dihydrogen,,CHEBI:18276  dihydrogen
NCBITaxon:7711 ! Chordata,NCBITaxon:7711 ! Chordata,,NCBITaxon:7711  Chordata
ENVO:00000426 ! ocean floor,ENVO:00000426 ! ocean floor,ENVO:00000426,ocean floor
ENVO:3100060 ! concentration of dioxygen in sea water,ENVO:3100060 ! concentration of dioxygen in sea water,ENVO:3100060,concentration of dioxygen in sea water
ENVO:04000013 ! particulate organic carbon,ENVO:04000013 ! particulate organic carbon,ENVO:04000013,particulate organic carbon
CHEBI:35403 ! chromium coordination entity,CHEBI:35403 ! chromium coordination entity,,CHEBI:35403  chromium coordination entity
ENVO:00000015 ! ocean,ENVO:00000015 ! ocean,ENVO:00000015,ocean
ENVO:00000316 ! intertidal zone,ENVO:00000316 ! intertidal zone,ENVO:00000316,intertidal zone
ENVO:01001790 ! terrestrial ecosystem,ENVO:01001790 ! terrestrial ecosystem,ENVO:01001790,terrestrial ecosystem
ENVO:3100013 ! concentration of divinyl chlorophyll b in liquid water,ENVO:3100013 ! concentration of divinyl chlorophyll b in liquid water,ENVO:3100013,concentration of divinyl chlorophyll b in liquid water
ENVO:00000408 ! volcanic fissure,ENVO:00000408 ! volcanic fissure,ENVO:00000408,volcanic fissure
UBERON:0004756 ! dermal skeletal element,UBERON:0004756 ! dermal skeletal element,,UBERON:0004756  dermal skeletal element
ENVO:09000023 ! concentration of slit in soil,ENVO:09000023 ! concentration of slit in soil,ENVO:09000023,concentration of slit in soil
ENVO:06105101 ! plastic,ENVO:06105101 ! plastic,ENVO:06105101,plastic
ENVO:01000220 ! tropical woodland biome,ENVO:01000220 ! tropical woodland biome,ENVO:01000220,tropical woodland biome
ENVO:01000998 ! environmental system determined by a material,ENVO:01000998 ! environmental system determined by a material,ENVO:01000998,environmental system determined by a material
ENVO:03600044 ! organic farm,ENVO:03600044 ! organic farm,ENVO:03600044,organic farm
ENVO:00000240 ! saline wetland,ENVO:00000240 ! saline wetland,ENVO:00000240,saline wetland
PATO:0001412 ! unstructured,PATO:0001412 ! unstructured,,PATO:0001412  unstructured
ENVO:01001581 ! sea surface layer,ENVO:01001581 ! sea surface layer,ENVO:01001581,sea surface layer
ENVO:02000101 ! fibrous dust,ENVO:02000101 ! fibrous dust,ENVO:02000101,fibrous dust
CHEBI:26932 ! tetrapyrrole,CHEBI:26932 ! tetrapyrrole,,CHEBI:26932  tetrapyrrole
ENVO:00003893 ! cosmetic product,ENVO:00003893 ! cosmetic product,ENVO:00003893,cosmetic product
"CHEBI:47032 ! 1,4-dioxane","CHEBI:47032 ! 1,4-dioxane",,"CHEBI:47032  1,4-dioxane"
ENVO:01001404 ! ecological province,ENVO:01001404 ! ecological province,ENVO:01001404,ecological province
CHEBI:36389 ! saturated organic heteromonocyclic parent,CHEBI:36389 ! saturated organic heteromonocyclic parent,,CHEBI:36389  saturated organic heteromonocyclic parent
ENVO:00000394 ! strait,ENVO:00000394 ! strait,ENVO:00000394,strait
CHEBI:33233 ! fundamental particle,CHEBI:33233 ! fundamental particle,,CHEBI:33233  fundamental particle
CHEBI:50996 ! tertiary amino compound,CHEBI:50996 ! tertiary amino compound,,CHEBI:50996  tertiary amino compound
ENVO:01001197 ! induced magnetosphere,ENVO:01001197 ! induced magnetosphere,ENVO:01001197,induced magnetosphere
ENVO:01001134 ! super-Earth,ENVO:01001134 ! super-Earth,ENVO:01001134,super-Earth
ENVO:01001467 ! UNEP-WCMC class 7 mountain,ENVO:01001467 ! UNEP-WCMC class 7 mountain,ENVO:01001467,UNEP-WCMC class 7 mountain
ENVO:01000806 ! nebula,ENVO:01000806 ! nebula,ENVO:01000806,nebula
CHEBI:33847 ! monocyclic arene,CHEBI:33847 ! monocyclic arene,,CHEBI:33847  monocyclic arene
ENVO:01000519 ! latrine,ENVO:01000519 ! latrine,ENVO:01000519,latrine
PATO:0001824 ! dry,PATO:0001824 ! dry,,PATO:0001824  dry
ENVO:01001644 ! material primarily composed of biogenic carbonates,ENVO:01001644 ! material primarily composed of biogenic carbonates,ENVO:01001644,material primarily composed of biogenic carbonates
BFO:0000002 ! continuant,BFO:0000002 ! continuant,,BFO:0000002  continuant
ENVO:00002167 ! platinum mine,ENVO:00002167 ! platinum mine,ENVO:00002167,platinum mine
ENVO:01001279 ! sidewalk,ENVO:01001279 ! sidewalk,ENVO:01001279,sidewalk
ENVO:03501282 ! hangar,ENVO:03501282 ! hangar,ENVO:03501282,hangar
ENVO:01001111 ! fossil worm burrow,ENVO:01001111 ! fossil worm burrow,ENVO:01001111,fossil worm burrow
FOODON:00001133 ! condiment food product,FOODON:00001133 ! condiment food product,,FOODON:00001133  condiment food product
CHEBI:60004 ! mixture,CHEBI:60004 ! mixture,,CHEBI:60004  mixture
CHEBI:32178 ! Talc,CHEBI:32178 ! Talc,,CHEBI:32178  Talc
UBERON:0002481 ! bone tissue,UBERON:0002481 ! bone tissue,,UBERON:0002481  bone tissue
ENVO:03501123 ! airport terminal,ENVO:03501123 ! airport terminal,ENVO:03501123,airport terminal
PO:0009002 ! plant cell,PO:0009002 ! plant cell,,PO:0009002  plant cell
ENVO:01001486 ! landspout,ENVO:01001486 ! landspout,ENVO:01001486,landspout
PO:0025430 ! phyllome anlagen,PO:0025430 ! phyllome anlagen,,PO:0025430  phyllome anlagen
UBERON:0003456 ! respiratory system lymphatic vessel,UBERON:0003456 ! respiratory system lymphatic vessel,,UBERON:0003456  respiratory system lymphatic vessel
ENVO:00000172 ! sandy desert,ENVO:00000172 ! sandy desert,ENVO:00000172,sandy desert
ENVO:03501294 ! preprocessing plant,ENVO:03501294 ! preprocessing plant,ENVO:03501294,preprocessing plant
CHEBI:33242 ! inorganic hydride,CHEBI:33242 ! inorganic hydride,,CHEBI:33242  inorganic hydride
ENVO:00000006 ! second-order administrative region,ENVO:00000006 ! second-order administrative region,ENVO:00000006,second-order administrative region
ENVO:00002277 ! back-arc basin,ENVO:00002277 ! back-arc basin,ENVO:00002277,back-arc basin
ENVO:01000366 ! talus cave,ENVO:01000366 ! talus cave,ENVO:01000366,talus cave
ENVO:00002983 ! fuel oil,ENVO:00002983 ! fuel oil,ENVO:00002983,fuel oil
PATO:0002318 ! superelliptic,PATO:0002318 ! superelliptic,,PATO:0002318  superelliptic
ENVO:01000835 ! cloud droplet,ENVO:01000835 ! cloud droplet,ENVO:01000835,cloud droplet
FOODON:03460177 ! plant seed or nut food product,FOODON:03460177 ! plant seed or nut food product,,FOODON:03460177  plant seed or nut food product
ENVO:03501255 ! water trough,ENVO:03501255 ! water trough,ENVO:03501255,water trough
ENVO:00000254 ! till plain,ENVO:00000254 ! till plain,ENVO:00000254,till plain
ENVO:03000018 ! englacial stream,ENVO:03000018 ! englacial stream,ENVO:03000018,englacial stream
ENVO:2000005 ! freshwater algal bloom,ENVO:2000005 ! freshwater algal bloom,ENVO:2000005,freshwater algal bloom
FOODON:00001111 ! equine dairy food product,FOODON:00001111 ! equine dairy food product,,FOODON:00001111  equine dairy food product
NCBITaxon:1955150 ! Acrididea,NCBITaxon:1955150 ! Acrididea,,NCBITaxon:1955150  Acrididea
ENVO:03501138 ! anaesthetics unit facility,ENVO:03501138 ! anaesthetics unit facility,ENVO:03501138,anaesthetics unit facility
ENVO:01000449 ! wet meadow ecosystem,ENVO:01000449 ! wet meadow ecosystem,ENVO:01000449,wet meadow ecosystem
NCBITaxon:4710 ! Arecaceae,NCBITaxon:4710 ! Arecaceae,,NCBITaxon:4710  Arecaceae
ENVO:00000050 ! geyser,ENVO:00000050 ! geyser,ENVO:00000050,geyser
ENVO:00000234 ! bayou,ENVO:00000234 ! bayou,ENVO:00000234,bayou
ENVO:01001703 ! polar environment,ENVO:01001703 ! polar environment,ENVO:01001703,polar environment
NCBITaxon:4751 ! Fungi,NCBITaxon:4751 ! Fungi,,NCBITaxon:4751  Fungi
